,Unnamed: 0,Unnamed: 0.1,Review_ID,URL,Brand,Variety,Style,Country,Stars,Top Ten,Blurb
1050,1050,1050,2423.0,https://www.theramenrater.com/2017/04/25/2423-ve-wong-kung-fu-instant-oriental-noodles-soup-artificial-onion-flavor/,Ve Wong,Kung-Fu Instant Oriental Noodles Soup Artificial Onion Flavor,Pack,Taiwan,3.5,,"Finished (click to enlarge). Added spring onion. The nice and comfortable – pretty good. The broth was a definitely onion flavored one – and it really is strong onion. Kind of like I said in a previous review – this is like Funyuns soup! On this go around over six years later, the package still says new and the flavor seems a bit better. 3.5 out of 5.0 stars. EAN bar code 4710008211686."
1051,1051,1051,2422.0,https://www.theramenrater.com/2017/04/24/2422-nissin-cup-noodles-sopa-nissin-con-camaron-picante/,Nissin,Cup Noodles Sopa Nissin Con Camaron Picante,Cup,Mexico,3.25,,"Finished (click to enlarge). Added shrimp, Cholula Chili Garlic hot sauce, fried egg and jalapeno slices. The noodles were as expected – hydrated well and pretty good. The broth had a kind of bright taste to it. The vegetables and shrimp hydrated well and were pretty good. 3.25 out of 5.0 stars.  UPC bar code 070662140123."
1052,1052,1052,2421.0,https://www.theramenrater.com/2017/04/23/2421-uni-president-baseball-snack-noodle/,Uni-President,Baseball Snack Noodle,Pack,Taiwan,5,,"Finished (click to enlarge). Added some Chex Mix and cashews (both of which I saw in Taiwan by the way). The noodles have a nice crunch to them – not too hard at all, but light and brittle. You’re not going to break your teeth on these. The flavor is a kind of salty and peppery taste. It’s great stuff. For a snack noodle, I’m giving it 5.0 out of 5.0 stars.  EAN bar code 4710088410214."
1053,1053,1053,2420.0,https://www.theramenrater.com/2017/04/22/2420-nissin-cup-noodles-spicy-seafood/,Nissin,Cup Noodles Spicy Seafood Flavor,Cup,China,3.75,,"Finished (click to enlarge). Added spring onion and Salad Cosmo mung bean sprouts. The noodles are plentiful. The have a soft chew and a nice bounce. The broth has a nice spicy seafood taste as the label portends. The included bits of seafood, corn and egg are very good. 3.75 out of 5.0 stars. EAN bar code"
1054,1054,1054,2419.0,https://www.theramenrater.com/2017/04/21/2419-mykuali-penang-red-tom-yum-goong/,MyKuali,Penang Red Tom Yum Goong,Box,Japan,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, coriander, sweet onion, fishball and fried onion. The noodles are chubby and have a great gauge to them. Furthermore, the chew is very good. The broth is as bright and crisp as anything could be; the lemongrass is a slam dunk here. The heat is pretty good and doesn’t drown out the shrimp taste either. It’s very well balanced and nice and thick. An all-time favorite! 5.0 out of 5.0 stars. JAN bar code 4541708021844."
1055,1055,1055,2418.0,https://www.theramenrater.com/2017/04/20/2418-myojo-yakisoba-karashi-mentaiko/,Myojo,Yomise No Yakisoba Karashi Mentaiko Flavor,Tray,Japan,4.5,,Finished (click to enlarge). Added spring onion and Salad Cosmo mung bean sprouts. The noodles have a nice chew and the sheer amount of them is pretty impressive. They have a nice slaty and oily taste with a bit of mentaiko throughout. The karashi masyo with mentaiko flavor is really good – also lubes up the noodles a little more. 4.5 out of 5.0 stars.  JAN bar code 4902881436137.
1056,1056,1056,2417.0,https://www.theramenrater.com/2017/04/19/2417-super-bihun-kuah-baso-sapi/,Super Bihun,Bihun Kuah Rasa Baso Sapi,Pack,Indonesia,3.75,,"Finished (click to enlarge). Added hard boiled egg, tofu puff, Salad Cosmo mung bean sproutsd and coriander. The vermicelli is awesome – I like how it has a kind of fluffy character to it it without being mushy. The broth has a very good flavor; a kind of garlic and onion taste with a nice underlying beef kind of hit. The oiliness is on point and the chilli powder gives a little touch of spice. 3.75 out of 5.0 stars.  EAN bar code 8994357010046."
1057,1057,1057,2416.0,https://www.theramenrater.com/2017/04/18/2416-xiuhe-hot-sour-beef-noodle/,Xiuhe,Hot & Sour Beef Noodles,Bowl,China,4.25,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, spring onion and roast beef cold cuts. The noodles are thin and have a really light characteristic to them. In fact, they’re not chewy by any stretch of the imagination, However, they do have a nice quality and are prevalent. The broth is strong but not overly so. Moreover, it’s got a good oiliness and taste kind of spicy beef. The included veggies (the bean looking things) hydrated extremely well and were good. 4.25 out of 5.0 stars. EAN bar code 69241132533297."
1058,1058,1058,2415.0,https://www.theramenrater.com/2017/04/16/2415-nissin-kitsune-udon/,Nissin,Kitsune Udon Donbei (West),Bowl,Japan,5,,"Finished (click to enlarge). The noodles sucked up a lot of liquid and were of great quanlity and character. They’re broad and very thick but flatter than other udon you might find in the refrigerated section. The broth is light and a little sweet with notes of fish. The kitsune (fried tofu) was sweet and soft. Indeed, I’ve found it to remind me of a big rectangular tongue. It’s good and compliments the soup and noodles perfectly. The little sprinkle of shichimi togarashi was nice. I can see why this is a popular bowl in Japan. 5.0 out of 5.0 stars.  JAN bar code 4902105002674."
1059,1059,1059,2414.0,https://www.theramenrater.com/2017/04/15/2414-little-cook-thailand-green-curry/,Little Cook,Thailand Green Curry Instant Noodle,Bowl,Taiwan,5,,"Finished (click to enlarge). To start, the noodles. As you can see, they not only flat but a little broad and thick. The had a great chew and great quality. The retort pouch held a bounty of goodness for them. Indeed, good sized chunks of chicken, peas and enjoyably spicy hot peppers meant business. Moreover, the green curry sauce tied it all together very well. The accompanying sipping soup was full of herbs as well as corn. I found myself going from the noodles to sipping the soup and back again. The only time I’ve ever seen dual-bowl varieties has been from Taiwan, and with the level of flavor and enjoyment the provide, it is a wonder the rest of the world doesn’t follow suit. Spectacular and strong. 5.0 out of 5.0 stars. EAN bar code 8852098705952."
1060,1060,1060,2413.0,https://www.theramenrater.com/2017/04/14/2413-nissin-cup-noodles-beef/,Nissin,Cup Noodles Beef Flavour,Cup,Hong Kong,2.5,,Finished (click to enlarge). The noodles come out of the microwave nicely and full hydrated. The broth was a bit salty for my liking and has a faint sweetness to it. The included bits of beef were kind of like sausage and the egg was alright. 2.5 out of 5.0 stars. EAN bar code 4897878100026.
1061,1061,1061,2412.0,https://www.theramenrater.com/2017/04/13/2412-shirakiku-sanukiya-udon-shrimp/,Shirakiku,Sanukiya Udon Shrimp Flavor,Pack,United States,3.25,,"Finished (click to enlarge). Added lots of big shrimp. The udon noodles are thick and chewy. They have a fresh kind of mouthfeel are of fine quality. The broth has a kind of shrimp taste; what you’d expect from a shrimp instant noodle per se. Indeed my wife enjoyed them. 3.25 out of 5.,0 stars. UPC bar code 074410410896."
1062,1062,1062,2411.0,https://www.theramenrater.com/2017/04/12/2411-mama-pats-chicken-fajita/,Mama Pat's,Chicken Fajita Flavor Instant Ramen Noodles,Pack,United States,3.75,,"Finished (click to enlarge). Added red bell pepper, baked chicken, cilantro and shredded colby jack cheese. As with the other varieties, the noodles came up nicely with a good texture and soft chew. The broth was interesting; it had a nice tanginess to it I really didn’t expect and was very good. It was a lightly spicy kind of tangy chicken. The vegetables did very well hydrating and it all  comes together well! 3.75 out of 5.0 stars.  UPC bar code 728028430950."
1063,1063,1063,2410.0,https://www.theramenrater.com/2017/04/11/2410-mama-pats-lamb-stew/,Mama Pat's,Lamb Stew Flavor Instant Ramen Noodles,Pack,United States,3.75,,"Finished (click to enlarge). Added a lamb chop I cooked with a sous vide immersion cooker with crushed garlic, rosemary, thyme, salt and pepper at 140 degrees for 2 hours, thin carrot, sweet onion and black pepper. The noodles yet again hydrated very well. Indeed, the quantity is great and they have a soft tooth. The broth was a slightly peppery, savory one. Reminded me of the flavor of a something that stewed in a crockpot, yet with a light thin texture. 3.75 out of 5.0 stars. UPC bar code 728028430943."
1064,1064,1064,2409.0,https://www.theramenrater.com/2017/04/10/2409-mama-pats-seafood-gumbo/,Mama Pat's,Seafood Gumbo Flavor Instant Ramen Noodles,Pack,United States,3.5,,"Finished (click to enlarge). Added green onion, crab stick, shrimp, baked chicken, turkey smoked sausage, sweet onion and Crystal hot sauce. The noodles came out nicely – good quantity and chew. The flavor was good, although it didn’t make me think of seafood gumbo exactly. Nonetheless, the herbs gave it a good taste I enjoyed. 3.5 out of 5.0 stars. UPC bar code 728028430936."
1065,1065,1065,2408.0,https://www.theramenrater.com/2017/04/09/2408-mama-pats-chicken-taco/,Mama Pat's,Chicken Taco Flavor Instant Ramen Noodles,Pack,United States,3.75,,"Finished (click to enlarge). Added jalapeno slices, sour cream, colby jack cheese, Cholula Chilli Garlic hot sauce, green onion and baked chicken. The noodles hydrated well and had a nice quantity and standard chew. The broth is thin but has a good chicken flavor. What makes this one a very nice domestic chicken style is the included vegetables – onion and bell pepper definite highlights. I found that it enhanced things very nicely. Definitely my favorite domestic chicken flavor thus far. 3.75 out of 5.0 stars. UPC bar code 728028430929."
1066,1066,1066,2407.0,https://www.theramenrater.com/2017/04/08/2407-just-way-noodles-spicy-guan-miao/,Just Way,Chuan Wei Spicy Guan-miao Noodles,Pack,Taiwan,4.5,,"Finished (click to enlarge). Added mung bean sprouts, fried onion and Chinese sausage. The noodles are great – they have that width and edge flair that I’ve found to be great from Taiwan. The flavor was interesting; the spicy sauce overwhelmed the sesame oil firstly. Moreover, there was a lingering kind of star anise kind of sweetness there that I thought was oddly placed. Of course, it did have Sichuan pepper heat in there which I liked. 4.5 out of 5.0 stars. EAN bar code 4719863232164."
1067,1067,1067,2406.0,https://www.theramenrater.com/2017/04/07/2406-sichuan-guangyou-spicy-chitterling/,Sichuan Guangyou,Sweet Potato Instant Noodle Braised Spicy Chitterling Flavor,Pack,China,0.25,,"Finished (click to enlarge). Added Chinese sausage and Salad Cosmo mung bean sprouts. The sweet potato thread was alright, but of course very gloppy. I used a pair of kitchen scissors to make a couple of crosscuts, making them more manageable with a fork. The flavor was kind of brutal; indeed, too strong for me. I think the soup direction might have been better. What’s more, the powder sachet contents didn’t work well as the peas didn’t hydrate whatsoever. 0.25 out of 5.0 stars. EAN bar code 6914790010504."
1068,1068,1068,2405.0,https://www.theramenrater.com/2017/04/06/2405-nissin-cup-noodles-mini-spicysfd/,Nissin,Cup Noodles Mini Spicy Seafood,Cup,Hong Kong,4,,"Finished (click to enlarge). The trademark thin and flat noodles that are found in Nissin Cup Noodles are again found here. Indeed, there is a decent quantity and a light chew. The broth has a seafood taste with a light bit of spiciness. Moreover the included bits of egg and seafood as well as corn make everything nicer. 4.0 out of 5.0 stars. EAN bar code 4897878640027."
1069,1069,1069,2404.0,https://www.theramenrater.com/2017/04/05/2404-mykuali-penang-hokkien-prawn/,MyKuali,Penang Hokkien Prawn Noodle Soup,Pack,Singapore,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, spring onion, tofu puff, hard boiled egg (twins) and shrimp. The noodles are plump and luxuriant. Indeed they are thick and really suck up the liquid to a decent level. The broth is just elegantly strong. So it has a sweet prawn taste, a light spiciness and is thick as it is rich. The included garnish of fried onions are so nice and crunchy – love this one! 5.0 out of 5.0 stars. EAN bar code 9555655005463."
1070,1070,1070,2403.0,https://www.theramenrater.com/2017/04/04/2403-goku-uma-yakisoba/,Goku-Uma,Yakisoba Japanese Style Noodle,Bowl,United States,4.75,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, spring onion and chashu pork. The noodles came out well – The texture and chew are very good. The yakisoba flavor is good, however it is slightly muted. Indeed, I like yakisoba sauce flavor to be decently strong. Finally, the karashi mayo. I love this stuff and it really does a lot insofar as lubricating the noodles. Without it they would be just a sticky dry affair – glad they include it! 4.75 out of 5.0 stars.   UPC bar code 074410396367."
1071,1071,1071,2402.0,https://www.theramenrater.com/2017/04/03/2402-maggi-pazzta-tomato-twist/,Maggi,Nutri-licious Pazzta Tomato Twist,Pack,India,3.75,,"Finished (click to enlarge). The pasta comes out without a hitch. Indeed, pasta-licious with a light mouthfeel but not floppy; it’s got the right backbone. The flavor is definitely tomato, but with a gobsmack of spicy to it. Really didn’t expect the spiciness but hey; it’s from India! Has to have some spicy! 3.75 out of 5.0 stars. EAN bar code 8901058138245."
1072,1072,1072,2401.0,https://www.theramenrater.com/2017/04/02/2401-sichuan-baijia-chongqing-burning/,Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Bowl,China,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts and tofu puff. The noodles as with the pack version are mushy and fun – like lasagna. The taste is like a spicy meat sauce in a way with Sichjuan pepper heat. I really like this stuff. My wife however thought it smelled bad – like rotted meat in a trash bag in the sun (her exact words)! I did get her to try it though, but she said it was way too spicy. I really like it though. 5.0 out of 5.0 stars. EAN bar code 6926410331845."
1073,1073,1073,2400.0,https://www.theramenrater.com/2017/04/02/2400-nissin-cup-tom-yam-seafood/,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, squid flowers, fish balls, shrimp, coriander and chilli flake. The noodles were very good – nicely hydrated and hearty gauge. The broth was quite good as well. It has a strong tom yam taste – lemongrass and spiciness abound. The bits of seafood are abundant and include shrimp, fishcake and crab stick. 5.0 out of 5.0 stars.  EAN bar code 8888279102098."
1074,1074,1074,2399.0,https://www.theramenrater.com/2017/04/01/2399-indomie-my-noodlez-mi-goreng-pizza/,Indomie,My Noodles Mi Goreng Pizza Cheese,Pack,Indonesia,4,,"Finished (click to enlarge). Added turkey pepperoni, mozzarella cheese and coriander. The noodles come out pretty well and have a good texture and mouthfeel. So, the next question – does it taste like cheese pizza in its unadulterated form? Indeed, it tastes like pizza! I am very pleased with that. Undoubtedly, the idea of cheese pizza flavored noodles sounds strange, however it works with noodles quite well. I would have eaten this by the truckload as a kid! 4.0 out of 5.0 stars. UPC bar code 089686054033."
1075,1075,1075,2398.0,https://www.theramenrater.com/2017/03/31/2398-liang-cheng-mei-shaanxi-mustard/,Liang Cheng Mai,Shaanxi Cold Noodle: Mustard Spicy,Tray,China,1,,"Finished (click to enlarge). Added coriander, Salad Cosmo mung bean sprouts and sliced garlic. The noodles came out pretty well. They are wide and have an interesting chew. The problem with this one was the flavor. I really would like to try this in a restaurant as I wasn’t altogether enamored with the funky taste. Did see something about garlic water and it just didn’t work here. I don’t know. This one piques my curiosity  and I’m looking forward to trying more varieties from this brand. 1.0 out of 5.0 stars. EAN bar code 6928988002691."
1076,1076,1076,2397.0,https://www.theramenrater.com/2017/03/30/2397-samyang-buldak-bokkummyun-cheese/,Samyang Foods,Cheese Buldak Bokkeummyun (Black),Bowl,South Korea,4,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, cucumber and baked chicken. So the noodles came out great. Indeed, they have a thick gauge and decent backbone. The flavor is spicy hot in the extreme. This is one of the hottest instant noodles out there, however about half as spicy as the original. It is not a non-spicy though so don’t think you’re getting off the hook with just a cheese taste – it’s still extremely spicy. Finally, the cheese powder just doesn’t cut into the heat very much and is kind of undetectable for this reviewer. I think a liquid cheese sachet to drizzle on top would bump it up a notch. 4.0 out of 5.0 stars. EAN bar code 8801073210967."
1077,1077,1077,2396.0,https://www.theramenrater.com/2017/03/29/2396-maggi-2-minute-noodles-chicken/,Maggi,2 Minute Noodles Chicken Flavour,Pack,Fiji,3.25,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, grated carrot, hard boiled egg and baked chicken. As with the curry variety I reviewed about ten ago, the noodles have a kind of mushiness but are firm at the same time which makes very little sense, but bear with me. It’s like they collapse when you chew them. However in this one they work. Moreover the broth has a great chicken taste – very comfort food. 3.25 out of 5.0 stars. EAN bar code 9300605109575."
1078,1078,1078,2395.0,https://www.theramenrater.com/2017/03/29/2395-master-kong-chicken-noodle/,Master Kong,Chicken Flavor Instant Noolde,Pack,China,4.25,,"Finished (click to enlarge). Added sweet onion, baked chicken, spring onion and hard boiled egg. The noodles are nice and soft and very comfort food like. Moreover, there’s a lot of them. The broth has a very nice chicken taste. It also has a good oiliness. It’s definitely got seriously good chicken flavor. The included garnish was great – cabbage and bits of egg in there. 4.25 out of 5.0 stars. EAN bar code 6941037915995."
1079,1079,1079,2394.0,https://www.theramenrater.com/2017/03/28/2394-nissin-cup-noodles-prawn-flavour/,Nissin,Cup Noodles Prawn Flavour,Cup,Hong Kong,3.75,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, shrimp, sweet onion, fried onion and chilli oil. The noodles are the standard Cup Noodles Hong Kong variety – flat and slightly wide. So the broth has a salty prawn flavor which was pretty good. Finally, the included garnish was really nice – cubes of pork, bits of egg and a seriously decent amount of shrimp with a a size on the larger end of the spectrum of cup varieties. 3.75 out of 5.0 stars. EAN bar code 4897878100019."
1080,1080,1080,2393.0,https://www.theramenrater.com/2017/03/27/2393-ripe-n-dry-hokkaido-miso-ramen/,Ripe'n'Dry,Hokkaido Miso Ramen,Pack,Japan,3,,"Finished (click to enlarge). Added spring onion, hard boiled egg, chashu pork and chilli oil. The noodles were kind of on the knobby side. So to me they are a little rubbery and not my favorites. The broth has a miso flavor indeed. Moreover, I don’t know about the word ripe to describe but it is dry. Doesn’t taste like farts. 3.0 out of 5.0 stars.  JAN bar code 4976651082350."
1081,1081,1081,2392.0,https://www.theramenrater.com/2017/03/27/2392-mykuali-tom-yum-rice/,MyKuali,Penang Red Tom Yum Goong Rice Vermicelli Soup,Bowl,Malaysia,5,,"Finished (click to enlarge). Added fish ball, coriander, Salad Cosmo mung bean sprouts, chilli flake and fried onion. The vermicelli came out nice – not too chewy and very plentiful. I used a pair of kitchen scissors to make 3 cross cuts in order to make them more manageable with a fork. The broth is a sea of flavor. So it has a strong lemongrass presence coupled with a serious spiciness. The shrimp taste is strong here and the broth is thick – really thick. The included garnish was excellent and hydrated perfectly. 5.0 out of 5.0 stars. EAN bar code 9555655005357."
1082,1082,1082,2391.0,https://www.theramenrater.com/2017/03/25/2391-ottogi-jin-jjambbong-spicy-seafood/,Ottogi,Jin Jjambbong Spicy Seafood Ramyun,Pack,South Korea,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, narutomaki, carved squid, shrimp, spring onion and sweet onion. The noodles are wide and thick – the popular way these days in premium instant ramyun. The broth was just fantastic. It had a kind of grilled seafood flavor to it and a nice bump of spiciness from the oil. What’s more, it was tasty and savory. The included garnish was just a home run. 5.0 out of 5.0 stars. EAN bar code 8801045522555."
1083,1083,1083,2390.0,https://www.theramenrater.com/2017/03/25/2390-nissin-vermicelli-pickled-vegetable/,Nissin,Rice Vermicelli Pickled Vegetable Pork Flavour,Cup,Hong Kong,3.75,,Finished (click to enlarge). Added chashu pork. The rice vermicelli was a little chewier than most. Not in a bad way – just a little surprised. The broth was very nice. It had a good kind of pork taste to it and a creamy color like a form of tonkotsu. The pickled vegetable component’s mustard greens went very well with it. 3.75 out of 5.0 stars. EAN bar code 4897878160075.
1084,1084,1084,2389.0,https://www.theramenrater.com/2017/03/24/2389-gefen-imitation-chicken-flavor/,Gefen,Imitation Chicken Flavor,Cup,United States,4,,"Finished (click to enlarge). Added baby corn, baked chicken, spring onion and sweet onion. Indeed, the noodles come out perfectly. In fact this is no doubt due in part to the 2 minutes, stir, 2 minutes, stir cooking method. Lots of noodles and they have a nice gauge and soft chew. The broth is quite good too. Indeed, it does taste like chicken! Furthermore, it has a nice little black pepper bite to it that goes extremely well. finally, the included vegetable bits hydrated very well. Impressed with this one! 4.0 out of 5.0 stars.  UPC bar code 710069061323."
1085,1085,1085,2388.0,https://www.theramenrater.com/2017/03/24/2388-hua-feng-three-fresh-delicacies/,Hua Feng,Three Fresh Delicacies Instant Noodle,Pack,China,4.25,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, hard boiled egg, spring onion, shrimp, baked chicken and chilli oil. The noodles came out great – nice gauge. Indeed as most, they have a soft, tender chew. As far as the broth is concerned, it is tasty. It has a kind of flavor that bounces around a bit, from chicken to shrimp in a way and then the onion taste kind of brings it all together. Also it has a nice oiliness which I enjoyed. 4.25 out of 5.0 stars. EAN bar code 6901715209792."
1086,1086,1086,2387.0,https://www.theramenrater.com/2017/03/23/2387-nissin-demae-iccho-sesame-oil/,Nissin,Demae Iccho Sesame Oil Flavour Instant Noodle,Bowl,Hong Kong,3.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, chashu pork and spring onion. The noodles came out well. They have a round gauge and soft chew with very slight sponginess. The broth was good – salty and a very nice sesame punch. The best part was the included garnish – tons of bits of cubed pork and egg worked nicely. 3.5 out of 5.0 stars. EAN bar code 4897878120000."
1087,1087,1087,2386.0,https://www.theramenrater.com/2017/03/22/2386-maggi-2-minute-noodles-curry-flavour/,Maggi,2 Minute Noodles Curry Flavour,Pack,Fiji,4,,"Finished (click to enlarge). Added thin sliced carrot, baked chicken, baby corn, sweet onion and coriander. The noodle were kind of different. They had a kind of mushiness to them. Furthermore, it is kind of nice – made it more comfort foodesque. The broth had a good slap of spiciness to it and a nice curry taste which I’ve come to expect from Maggi curry instants. 4.0 out of 5.0 stars.  EAN bar code 9300605109568."
1088,1088,1088,2385.0,https://www.theramenrater.com/2017/03/22/2385-uni-president-man-han-chilli-beef/,Uni-President,Man Han Feast Chilli Beef Flavor Instant Noodles,Bowl,Taiwan,4.75,,"Finished (click to enlarge). Decided to show this one without garnish. The noodles are nice – flat and a little broad with a soft chew. A decent amount of them as well. The broth has a beef taste to it with a surprisingly light Sichuan chilli taste – I did expect a little more in the fiery department. The broth has a rich beef flavor and oiliness to it, just wish it had had a little more flavor than it did. The beef was very nice – a good quantity as well which really bumped up the game on this one. Not disappointed and thrilled I finally got to review it! 4.75 out of 5.0 stars. EAN bar code 4710088411785."
1089,1089,1089,2384.0,https://www.theramenrater.com/2017/03/21/2384-sichuan-9999-chongqing-beef/,Sichuan Guangyou,9999 Chongqing Artificial Beef Flavor Instant Noodle,Pack,China,4.25,,Finished (click to enlarge). Added Salad Cosmo mung bean sprouts and some sweet onion. The noodles are floppy and really nice – they kind of beckon you to eat more… The broth is strong – very oily with a nice hit of Sichuan pepper but not too much. 4.25 out of 5.0 stars.  EAN bar code 6914790160209.
1090,1090,1090,2383.0,https://www.theramenrater.com/2017/03/20/2383-nissin-cup-noodles-beef-flavor/,Nissin,Cup Noodles Beef Flavor Ramen Noodle Soup (New Recipe),Cup,United States,3.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, cilantro, Chee-Tos, hard boiled egg,beef and crushed red pepper. The noodles are thin and hydrated nicely. They have a soft tooth and are what you’d expect. Also a decent quantity of them. The broth does taste like a thin beef broth. Vegetable bits hydrated well. 3.5 out of 5.0 stars. UPC bar code 070662030011."
1091,1091,1091,2382.0,https://www.theramenrater.com/2017/03/20/2382-nongshim-seaweed-instant-noodle-cup/,Nongshim,Seaweed Instant Noodle,Cup,South Korea,0.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts and spring onion. The noodles were pretty good – definitely thinner than Nongshim’s ramyun. Not too bad. The broth had a little pinch of heat to it and otherwise everything was seaweed overload. I like seaweed, but generally not in this kind of extreme. In conclusion, if you love seaweed overload, this is for you. 0.5 out of 5.0 stars. UPC bar code 031146263738."
1092,1092,1092,2381.0,https://www.theramenrater.com/2017/03/19/2381-nissin-demae-iccho-seafood-flavour/,Nissin,Demae Iccho Seafood Flavour Instant Noodle,Cup,Hong Kong,4.75,,"Finished (click to enlarge). Added naturomaki, spring onion, fish ball, Salad Cosmo mung bean sprouts, shrimp, carved squid and pepper flake. The noodles are thin with a round shape. The broth has a great seafood flavor with a little hint of spicy  from the included oil, as well as a sesame hint too. The included garnish was nice – discs of fishcake, abundant little bits of scrambled egg and more. A solidly tasty cup. 4.75 out of 5.0 stars. EAN bar code 4897878150052."
1093,1093,1093,2380.0,https://www.theramenrater.com/2017/03/19/2380-pulmuone-ramyun-spicy-beef/,Pulmuone,Non-Fried Ramyun With Spicy Beef Broth,Pack,South Korea,3.75,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, beef, spring onion and egg. Starting with the noodles, they have a thicker and wider gauge than ramyun. Moreover, this is the ‘new style’ it seems that all of the South Korean companies are going with. However, the style works very well and has an excellent chew. The broth had its points. So it was spicy and had a kind of beefiness, but it seemed like it was missing a salty taste. Finally, the included vegetables are excellent – the mushroom in particular. 3.75 out of 5.0 stars.  EAN bar code 8801114132227."
1094,1094,1094,2379.0,https://www.theramenrater.com/2017/03/18/2379-nissin-cup-noodles-hot-spicy-shrimp/,Nissin,Cup Noodles Hot & Spicy Shrimp Flavor Ramen Noodle Soup (New Recipe),Cup,United States,2.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, shrimp and Cholula Original hot sauce. The noodles are of the standard Cup Noodles gauge and softness that are found in the domestic United States varieties. A good quantity as well. The broth had a hint of spiciness and a shrimp taste. What was a letdown here was that there were no shrimp. Zero. Zilch. Nada. I’m guessing maybe they just missed this cup or they don’t put the little shrimp in these. 2.5 out of 5.0 stars. UPC bar code 070662030127."
1095,1095,1095,2378.0,https://www.theramenrater.com/2017/03/18/2378-sau-tao-black-pepper-xo-sauce/,Sau Tao,Non-Fried Mix Noodle Black Pepper XO Sauce Flavoured,Pack,Hong Kong,4.5,,"Finished (click to enlarge). Added spring onion, Salad Cosmo mung bean sprouts, carved squid and fried onion. To start, the noodles were of a standard gauge. In addition, they’re not fried. Furthermore, they have a extra backbone which is nice. The flavor was a nice peppery seafood kind of to-do. The only problem I had was that it was very hard to get all of the sauce from the sachet, and the noodles when drained are very dry and this makes it hard to combine. However, this stuff is just plain delicious. 4.5 out of 5.0 stars. UPC bar code 087303865390."
1096,1096,1096,2377.0,https://www.theramenrater.com/2017/03/17/2377-mykuali-penang-white-curry-noodle/,MyKuali,Penang White Curry Instant Noodle (Japan Version),Box,Malaysia,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, coriander, chilli flake, fish ball, carved squid and tau pok. The noodles are just perfect – they’re your standard instant upgraded. Nice and plump with a nice tooth. The broth is a luxuriant escapade into the flavor of Penang. First, there’s spicy heat. Next, flavor – lots of flavor! In fact, this stuff is a dance foor the taste buds. Shrimp and a multitude of spices come together to bring an amazing bowl of noodles. A favorite. 5.0 out of 5.0 stars. JAN bar code 4541708021837."
1097,1097,1097,2376.0,https://www.theramenrater.com/2017/03/17/2376-nissin-disney-cuties-instant-chicken-corn-flavour/,Nissin,Disney Cuties Instant Chicken With Corn Flavour,Cup,Thailand,3.25,,Finished (click to enlarge). The noodles are thin and hydrated well. The broth does have a kind of chicken and corn taste which isn’t bad. 3.25 out of 5.0 stars. EAN bar code 8852528000664.
1098,1098,1098,2375.0,https://www.theramenrater.com/2017/03/16/2375-uni-president-man-han-feast-braised-pork/,Uni-President,Man Han Feast Braised Pork Flavor Instant Noodles,Bowl,Taiwan,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts and spring onion. First, the noodles have a little bit thicker a gauge than most instant varieties. Indeed they are premium although a slight bit softer than one might expect. The broth is a sea of rich pork flavor – different than many. As a matter of fact, this really REALLY has a nice pork flavor; most pork varieties don’t have a great pork taste as the pork taste they do have get overshadowed by saltiness. The vegetables hydrated well and the pork was very good, although I wish it did have more of that braised taste to it – makes me want to run to our favorite Taiwanese restaurant here for some braised pork actually… 5.0 out of 5.0 stars. EAN bar code 4710088832085."
1099,1099,1099,2374.0,https://www.theramenrater.com/2017/03/16/2374-world-onoodle-mi-goreng-garlic/,World O' Noodle,Mi Goreng Garlic Flavour Fried Noodles,Pack,Indonesia,4.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, spring onion, kerapuk aci, fried egg, manis pedas and fried onion. First, the noodles have a good chew and round shape. The flavor is definitely classic Indonesian instant mi goreng – with a very identifiable garlic taste to it. Moreover, the garlic doesn’t overwhelm; it hangs out and let’s you know it is there without crashing the party. In conclusion, definitely one to try if you see it. 4.5 out of 5.0 stars. EAN bar code 9557428000880."
